"","Season","Year","Week","Estimated_total_flu_US","ILI_per_pop_weighted","Percent_Pos_Labs","US_pop"
"650","2009 Pandemic Second Wave",2010,10,271517.695133789,1.89659,0.0661157,309330000
"651","2009 Pandemic Second Wave",2010,11,216420.556213297,1.75181,0.0570547,309330000
"652","2009 Pandemic Second Wave",2010,12,146133.585169967,1.52632,0.0442165,309330000
"653","2009 Pandemic Second Wave",2010,13,140759.297970976,1.49572,0.0434617,309330000
"654","2009 Pandemic Second Wave",2010,14,73006.5330925037,1.22313,0.0275657,309330000
"655","2009 Pandemic Second Wave",2010,15,52302.2889776587,1.17754,0.0205128,309330000
"656","2009 Pandemic Second Wave",2010,16,29690.485641553,1.09112,0.0125668,309330000
"657","2009 Pandemic Second Wave",2010,17,17221.3729962383,1.11958,0.00710383,309330000
"658","2009 Pandemic Second Wave",2010,18,18785.6386375902,1.08169,0.00802053,309330000
"659","2009 Pandemic Second Wave",2010,19,15166.5040308322,1.12497,0.00622622,309330000
"660","2009 Pandemic Second Wave",2010,20,11881.6478096351,1.06197,0.00516707,309330000
"661",NA,2010,21,4384.9403063373,1.08909,0.00185943,309330000
"662",NA,2010,22,7162.55667961344,1.1776,0.00280899,309330000
"663",NA,2010,23,5855.83745980672,0.97493,0.00277393,309330000
"664",NA,2010,24,9462.3914455312,0.987132,0.00442696,309330000
"665",NA,2010,25,8682.95607689373,0.995991,0.00402617,309330000
"666",NA,2010,26,4305.51713417087,0.904726,0.0021978,309330000
"667",NA,2010,27,6233.37653815176,0.941927,0.00305623,309330000
"668",NA,2010,28,12944.4905953519,0.880415,0.00679012,309330000
"669",NA,2010,29,9088.53134448206,0.842615,0.00498132,309330000
"670",NA,2010,30,25355.5106652799,0.858382,0.0136418,309330000
"671",NA,2010,31,19005.239253151,0.83383,0.0105263,309330000
"672",NA,2010,32,31750.5623089435,0.847437,0.0173031,309330000
"673",NA,2010,33,20415.7850450176,0.888273,0.0106145,309330000
"674",NA,2010,34,33701.3662014049,0.765372,0.0203355,309330000
"675",NA,2010,35,25177.2922022404,0.91858,0.0126582,309330000
"676",NA,2010,36,33847.4449733112,1.01432,0.015411,309330000
"677",NA,2010,37,40622.7357039181,1.01233,0.0185322,309330000
"678",NA,2010,38,39257.4992175967,1.11803,0.0162162,309330000
"679",NA,2010,39,32408.9686821083,1.11806,0.0133869,309330000
"680","2010-2011",2010,40,51379.843660064,1.10939,0.0213889,309330000
"681","2010-2011",2010,41,86026.8149948699,1.24341,0.0319521,309330000
"682","2010-2011",2010,42,92025.2168420571,1.25726,0.0338035,309330000
"683","2010-2011",2010,43,106589.534049698,1.25734,0.0391509,309330000
"684","2010-2011",2010,44,166454.62468868,1.43414,0.0536024,309330000
"685","2010-2011",2010,45,214007.423865937,1.51838,0.0650921,309330000
"686","2010-2011",2010,46,305532.687589868,1.61617,0.0873073,309330000
"687","2010-2011",2010,47,423552.963140534,1.84378,0.106091,309330000
"688","2010-2011",2010,48,373279.064546169,1.72535,0.0999163,309330000
"689","2010-2011",2010,49,539263.602250544,1.87923,0.132526,309330000
"690","2010-2011",2010,50,953953.405556508,2.3371,0.188508,309330000
"691","2010-2011",2010,51,1645519.68253264,3.03533,0.250367,309330000
"692","2010-2011",2010,52,1783705.4661888,3.136,0.26268,309330000
"693","2010-2011",2011,1,1390745.73767472,2.53336,0.2517,311580000
"694","2010-2011",2011,2,1860435.73423774,2.91288,0.292836,311580000
"695","2010-2011",2011,3,2518820.56137495,3.44497,0.335231,311580000
"696","2010-2011",2011,4,3117107.62775828,4.16185,0.343398,311580000
"697","2010-2011",2011,5,3514439.66466754,4.55159,0.354018,311580000
"698","2010-2011",2011,6,3375604.80583926,4.46504,0.346624,311580000
"699","2010-2011",2011,7,3459543.73668112,4.55124,0.348515,311580000
"700","2010-2011",2011,8,2758177.91344662,4.0822,0.309785,311580000
"701","2010-2011",2011,9,2032594.17917442,3.38812,0.275058,311580000
"702","2010-2011",2011,10,1552398.93791476,2.99142,0.237935,311580000
"703","2010-2011",2011,11,1157078.05080437,2.61542,0.20284,311580000
"704","2010-2011",2011,12,735040.534113711,2.09065,0.161199,311580000
"705","2010-2011",2011,13,519848.939398547,1.86146,0.128043,311580000
"706","2010-2011",2011,14,345401.585210695,1.61377,0.098133,311580000
"707","2010-2011",2011,15,220940.154909535,1.42199,0.0712378,311580000
"708","2010-2011",2011,16,128895.386155704,1.3382,0.044162,311580000
"709","2010-2011",2011,17,87545.9325912129,1.19995,0.0334507,311580000
"710","2010-2011",2011,18,47881.5403705342,1.14889,0.0191083,311580000
"711","2010-2011",2011,19,26931.3957274471,1.12194,0.0110058,311580000
"712","2010-2011",2011,20,19653.709233181,1.06712,0.0084443,311580000
"713",NA,2011,21,15247.6083790042,1.05058,0.00665434,311580000
"714",NA,2011,22,13376.0990449728,1.15203,0.00532351,311580000
"715",NA,2011,23,5624.84128236534,0.970975,0.00265604,311580000
"716",NA,2011,24,8327.28069972337,0.894683,0.00426743,311580000
"717",NA,2011,25,4676.84530458203,0.843568,0.00254194,311580000
"718",NA,2011,26,4560.13891047191,0.815409,0.0025641,311580000
"719",NA,2011,27,5991.73497643563,0.823052,0.00333778,311580000
"720",NA,2011,28,8828.5164786,0.674635,0.006,311580000
"721",NA,2011,29,9187.83616711579,0.631883,0.00666667,311580000
"722",NA,2011,30,4282.10137043806,0.641513,0.00306044,311580000
"723",NA,2011,31,8901.32445784668,0.529813,0.00770308,311580000
"724",NA,2011,32,12744.147579762,0.644089,0.00907188,311580000
"725",NA,2011,33,15472.3732825581,0.667718,0.0106242,311580000
"726",NA,2011,34,15345.9005532038,0.705668,0.00997067,311580000
"727",NA,2011,35,13666.8374122695,0.804155,0.00779221,311580000
"728",NA,2011,36,12519.3026769338,0.907804,0.00632296,311580000
"729",NA,2011,37,19800.7040347307,1.00555,0.00902837,311580000
"730",NA,2011,38,18166.7770356293,1.03601,0.00803982,311580000
"731",NA,2011,39,28125.2509956167,1.07583,0.0119863,311580000
"732","2011-2012",2011,40,26176.9495900702,1.16092,0.0103383,311580000
"733","2011-2012",2011,41,14969.5503489586,1.19785,0.00572979,311580000
"734","2011-2012",2011,42,22809.9197432368,1.27926,0.00817518,311580000
"735","2011-2012",2011,43,33071.0939308386,1.29194,0.0117365,311580000
"736","2011-2012",2011,44,29813.0014686319,1.42824,0.00957055,311580000
"737","2011-2012",2011,45,34537.8397620274,1.39803,0.0113269,311580000
"738","2011-2012",2011,46,30556.5842672041,1.45831,0.00960699,311580000
"739","2011-2012",2011,47,62337.1482918425,1.56548,0.0182571,311580000
"740","2011-2012",2011,48,45174.711058882,1.34313,0.0154209,311580000
"741","2011-2012",2011,49,74086.5177550146,1.48139,0.0229299,311580000
"742","2011-2012",2011,50,96613.7770911424,1.63398,0.0271097,311580000
"743","2011-2012",2011,51,152753.893097022,1.83126,0.038245,311580000
"744","2011-2012",2011,52,152722.398206755,2.10451,0.0332724,311580000
"745","2011-2012",2012,1,122687.156987771,1.73625,0.0321617,313870000
"746","2011-2012",2012,2,149902.956635894,1.55066,0.0439993,313870000
"747","2011-2012",2012,3,213504.162691938,1.62891,0.059657,313870000
"748","2011-2012",2012,4,313258.476379799,1.76038,0.0809932,313870000
"749","2011-2012",2012,5,460631.563604301,1.92728,0.108783,313870000
"750","2011-2012",2012,6,532136.14494579,1.91994,0.12615,313870000
"751","2011-2012",2012,7,684527.525566282,2.09951,0.148397,313870000
"752","2011-2012",2012,8,934811.324854658,2.23973,0.189968,313870000
"753","2011-2012",2012,9,1161343.3992965,2.21921,0.238185,313870000
"754","2011-2012",2012,10,1341775.78606367,2.16693,0.28183,313870000
"755","2011-2012",2012,11,1612465.61292103,2.38913,0.307187,313870000
"756","2011-2012",2012,12,1188212.54524164,1.96466,0.27527,313870000
"757","2011-2012",2012,13,872557.717115077,1.84229,0.21557,313870000
"758","2011-2012",2012,14,818126.219776989,1.68674,0.220762,313870000
"759","2011-2012",2012,15,687956.716855755,1.53136,0.204473,313870000
"760","2011-2012",2012,16,625290.36515097,1.37912,0.206363,313870000
"761","2011-2012",2012,17,491402.794251428,1.29515,0.172691,313870000
"762","2011-2012",2012,18,490111.789001026,1.39521,0.159885,313870000
"763","2011-2012",2012,19,441656.057247733,1.32522,0.151687,313870000
"764","2011-2012",2012,20,360400.066413264,1.23059,0.133298,313870000
"765",NA,2012,21,301545.277281142,1.23028,0.111558,313870000
"766",NA,2012,22,303996.347743303,1.26877,0.109053,313870000
"767",NA,2012,23,233438.907416444,1.10782,0.0959083,313870000
"768",NA,2012,24,240046.380285081,1.09559,0.0997239,313870000
"769",NA,2012,25,164945.186838707,1.11031,0.0676157,313870000
"770",NA,2012,26,163818.545146391,1.10616,0.0674058,313870000
"771",NA,2012,27,114938.847698441,1.10816,0.0472081,313870000
"772",NA,2012,28,100590.53635833,0.999444,0.045809,313870000
"773",NA,2012,29,74453.5083183127,0.924199,0.0366667,313870000
"774",NA,2012,30,106927.826193874,0.949257,0.0512695,313870000
"775",NA,2012,31,204026.533529705,0.978903,0.0948635,313870000
"776",NA,2012,32,153268.674193884,0.925024,0.0754141,313870000
"777",NA,2012,33,125219.672562495,0.848456,0.0671731,313870000
"778",NA,2012,34,95867.5679894846,1.04451,0.0417745,313870000
"779",NA,2012,35,73835.5474613526,1.0986,0.0305899,313870000
"780",NA,2012,36,81914.4776947206,1.22071,0.0305422,313870000
"781",NA,2012,37,61111.5827591102,1.24976,0.0222561,313870000
"782",NA,2012,38,83291.8858690472,1.22892,0.0308483,313870000
"783",NA,2012,39,102059.984402963,1.29393,0.0359002,313870000
"784","2012-2013",2012,40,102424.376138489,1.23034,0.0378905,313870000
"785","2012-2013",2012,41,114578.263054101,1.3278,0.0392755,313870000
"786","2012-2013",2012,42,171064.409455247,1.33995,0.0581063,313870000
"787","2012-2013",2012,43,198628.343207791,1.37842,0.0655861,313870000
"788","2012-2013",2012,44,259237.777624335,1.50085,0.0786164,313870000
"789","2012-2013",2012,45,354095.96578081,1.65163,0.0975799,313870000
"790","2012-2013",2012,46,518847.413126645,1.76746,0.133611,313870000
"791","2012-2013",2012,47,933177.39619318,2.30609,0.184179,313870000
"792","2012-2013",2012,48,1063821.85120026,2.16324,0.223829,313870000
"793","2012-2013",2012,49,1816079.82549017,2.83038,0.29204,313870000
"794","2012-2013",2012,50,2462819.64619746,3.43761,0.326083,313870000
"795","2012-2013",2012,51,3542897.66082542,4.30554,0.374527,313870000
"796","2012-2013",2012,52,5043391.72714064,6.06082,0.378742,313870000
"797","2012-2013",2013,1,3630739.62929412,4.64931,0.352971,316060000
"798","2012-2013",2013,2,3273739.57323837,4.32584,0.342063,316060000
"799","2012-2013",2013,3,3048368.42370235,4.51113,0.305432,316060000
"800","2012-2013",2013,4,2759318.43998735,4.2171,0.295747,316060000
"801","2012-2013",2013,5,2223638.94456008,3.78956,0.265221,316060000
"802","2012-2013",2013,6,1655623.19412735,3.29206,0.227314,316060000
"803","2012-2013",2013,7,1395020.49553327,3.0197,0.208809,316060000
"804","2012-2013",2013,8,1203562.11348505,2.71499,0.20037,316060000
"805","2012-2013",2013,9,1029333.80109238,2.4845,0.187262,316060000
"806","2012-2013",2013,10,1021800.78648292,2.57808,0.179144,316060000
"807","2012-2013",2013,11,895351.571140264,2.39237,0.16916,316060000
"808","2012-2013",2013,12,727987.578305988,2.06778,0.15913,316060000
"809","2012-2013",2013,13,608410.869006704,1.90281,0.144522,316060000
"810","2012-2013",2013,14,511436.697168228,1.65902,0.139339,316060000
"811","2012-2013",2013,15,342526.257444697,1.43006,0.108261,316060000
"812","2012-2013",2013,16,247415.595317192,1.27757,0.0875336,316060000
"813","2012-2013",2013,17,202059.804811916,1.19009,0.0767419,316060000
"814","2012-2013",2013,18,159650.993875458,1.09556,0.065867,316060000
"815","2012-2013",2013,19,129978.027047989,1.08589,0.0541024,316060000
"816","2012-2013",2013,20,105949.007313967,1.07343,0.0446124,316060000
"817",NA,2013,21,98282.7533228877,1.01677,0.0436905,316060000
"818",NA,2013,22,97649.3986945491,1.04847,0.0420965,316060000
"819",NA,2013,23,78578.1231685629,0.920349,0.0385906,316060000
"820",NA,2013,24,80133.7349200555,0.920779,0.0393362,316060000
"821",NA,2013,25,79980.9576768867,0.904333,0.0399752,316060000
"822",NA,2013,26,59434.5374674816,0.83057,0.0323441,316060000
"823",NA,2013,27,62176.2838698062,0.862837,0.0325708,316060000
"824",NA,2013,28,61058.992306705,0.732182,0.0376932,316060000
"825",NA,2013,29,47373.764507986,0.724558,0.0295527,316060000
"826",NA,2013,30,48124.6441951498,0.740848,0.029361,316060000
"827",NA,2013,31,56085.0462967848,0.726037,0.0349157,316060000
"828",NA,2013,32,52285.4255868681,0.755639,0.0312751,316060000
"829",NA,2013,33,46820.1913377898,0.761847,0.0277778,316060000
"830",NA,2013,34,40440.41035125,0.779896,0.0234375,316060000
"831",NA,2013,35,81397.3842932341,0.899138,0.0409182,316060000
"832",NA,2013,36,80783.6649251393,0.999524,0.0365311,316060000
"833",NA,2013,37,79116.2533166236,1.0558,0.0338701,316060000
"834",NA,2013,38,77383.931819502,1.0967,0.031893,316060000
"835",NA,2013,39,112860.723826995,1.24709,0.0409051,316060000
"836","2013-2014",2013,40,101159.30682189,1.15746,0.0395032,316060000
"837","2013-2014",2013,41,110945.3767371,1.27184,0.0394284,316060000
"838","2013-2014",2013,42,92868.5918167083,1.31623,0.0318911,316060000
"839","2013-2014",2013,43,107457.456579997,1.37444,0.0353381,316060000
"840","2013-2014",2013,44,150647.776708498,1.46781,0.0463901,316060000
"841","2013-2014",2013,45,201765.085221991,1.5834,0.0575954,316060000
"842","2013-2014",2013,46,254970.660791568,1.60253,0.0719145,316060000
"843","2013-2014",2013,47,348756.255941019,1.72344,0.0914657,316060000
"844","2013-2014",2013,48,564183.13535467,2.11076,0.120813,316060000
"845","2013-2014",2013,49,811866.422801448,2.1708,0.169043,316060000
"846","2013-2014",2013,50,1089971.58785198,2.36971,0.207899,316060000
"847","2013-2014",2013,51,1972897.24713062,3.15997,0.282198,316060000
"848","2013-2014",2013,52,3155586.18195612,4.59053,0.310706,316060000
"849","2013-2014",2014,1,2784251.2727457,4.28195,0.291749,318390000
"850","2013-2014",2014,2,2199970.25412192,3.56288,0.27705,318390000
"851","2013-2014",2014,3,2007197.88932836,3.36378,0.267735,318390000
"852","2013-2014",2014,4,1839658.62485462,3.39659,0.243017,318390000
"853","2013-2014",2014,5,1421955.36424371,3.11922,0.204542,318390000
"854","2013-2014",2014,6,1204678.17795619,2.83572,0.190612,318390000
"855","2013-2014",2014,7,908570.424571992,2.48484,0.16406,318390000
"856","2013-2014",2014,8,691450.316277525,2.2741,0.136425,318390000
"857","2013-2014",2014,9,548754.126557767,2.07244,0.118806,318390000
"858","2013-2014",2014,10,478666.925175783,1.98207,0.108357,318390000
"859","2013-2014",2014,11,449358.821097541,1.82441,0.110513,318390000
"860","2013-2014",2014,12,508617.206044122,1.82036,0.125365,318390000
"861","2013-2014",2014,13,520705.0752716,1.75391,0.133207,318390000
"862","2013-2014",2014,14,564577.517205908,1.74542,0.145133,318390000
"863","2013-2014",2014,15,557606.121575588,1.67236,0.149603,318390000
"864","2013-2014",2014,16,463691.472217949,1.51659,0.137184,318390000
"865","2013-2014",2014,17,420898.599659975,1.44778,0.130442,318390000
"866","2013-2014",2014,18,363811.630581277,1.29028,0.126513,318390000
"867","2013-2014",2014,19,336278.857623685,1.37388,0.109823,318390000
"868","2013-2014",2014,20,310087.86633337,1.34208,0.103669,318390000
"869",NA,2014,21,252557.756865144,1.34563,0.0842127,318390000
"870",NA,2014,22,240377.217768603,1.21291,0.0889216,318390000
"871",NA,2014,23,191844.088714818,1.19291,0.0721578,318390000
"872",NA,2014,24,180661.324440914,1.14146,0.0710145,318390000
"873",NA,2014,25,139591.40031994,1.06503,0.0588084,318390000
"874",NA,2014,26,127236.316795918,1.12669,0.0506698,318390000
"875",NA,2014,27,106107.052370655,0.947353,0.0502545,318390000
"876",NA,2014,28,105320.217616022,0.944187,0.0500491,318390000
"877",NA,2014,29,79077.5291144901,0.934822,0.0379548,318390000
"878",NA,2014,30,68159.9647182401,0.81736,0.0374161,318390000
"879",NA,2014,31,69196.5237929117,0.852792,0.0364069,318390000
"880",NA,2014,32,49278.9994991707,0.746994,0.0295997,318390000
"881",NA,2014,33,58099.0136603014,0.761098,0.0342508,318390000
"882",NA,2014,34,56361.6930163022,0.767627,0.032944,318390000
"883",NA,2014,35,65777.0275023785,0.862176,0.0342311,318390000
"884",NA,2014,36,60758.3843446623,0.984907,0.0276792,318390000
"885",NA,2014,37,63770.9057256886,1.16287,0.0246056,318390000
"886",NA,2014,38,82334.6333534149,1.22731,0.0301003,318390000
"887",NA,2014,39,92941.793512701,1.2071,0.034547,318390000
"888","2014-2015",2014,40,83639.6683043786,1.16191,0.0322985,318390000
"889","2014-2015",2014,41,116055.696807663,1.30905,0.0397789,318390000
"890","2014-2015",2014,42,152110.057136288,1.37072,0.0497911,318390000
"891","2014-2015",2014,43,152683.1015389,1.43373,0.0477822,318390000
"892","2014-2015",2014,44,200643.675806394,1.42791,0.0630474,318390000
"893","2014-2015",2014,45,322310.629187794,1.61605,0.0894875,318390000
"894","2014-2015",2014,46,380469.385129394,1.65976,0.102853,318390000
"895","2014-2015",2014,47,680664.239372702,2.05459,0.148645,318390000
"896","2014-2015",2014,48,1106698.27689341,2.53541,0.19585,318390000
"897","2014-2015",2014,49,1309304.90719557,2.54253,0.231056,318390000
"898","2014-2015",2014,50,2252427.75086672,3.60563,0.280293,318390000
"899","2014-2015",2014,51,3381766.82749463,4.90976,0.309048,318390000
"900","2014-2015",2014,52,4326751.16222461,5.98221,0.324521,318390000
"901","2014-2015",2014,53,3339799.14030245,5.47421,0.273742,318390000
"902","2014-2015",2015,1,2271547.96967396,4.21374,0.240106,320740000
"903","2014-2015",2015,2,2296392.09710973,4.21022,0.242935,320740000
"904","2014-2015",2015,3,2232771.81551339,4.25968,0.233462,320740000
"905","2014-2015",2015,4,1920145.07521162,3.97761,0.215011,320740000
"906","2014-2015",2015,5,1550831.05128156,3.63443,0.190054,320740000
"907","2014-2015",2015,6,1139835.03523543,3.26527,0.155479,320740000
"908","2014-2015",2015,7,912830.758287466,2.93083,0.138723,320740000
"909","2014-2015",2015,8,727567.127233901,2.54474,0.127344,320740000
"910","2014-2015",2015,9,730942.765220241,2.47227,0.131685,320740000
"911","2014-2015",2015,10,673753.239630639,2.35665,0.127337,320740000
"912","2014-2015",2015,11,584330.242533206,2.17008,0.119931,320740000
"913","2014-2015",2015,12,515950.178236731,2.04297,0.112485,320740000
"914","2014-2015",2015,13,483811.75916332,1.954,0.110281,320740000
"915","2014-2015",2015,14,386736.803148688,1.72287,0.0999797,320740000
"916","2014-2015",2015,15,290458.426459181,1.53694,0.0841736,320740000
"917","2014-2015",2015,16,202133.813889819,1.38283,0.0651057,320740000
"918","2014-2015",2015,17,185996.864834248,1.46265,0.0566388,320740000
"919","2014-2015",2015,18,168017.405625766,1.38934,0.0538635,320740000
"920","2014-2015",2015,19,126375.839749286,1.3468,0.0417936,320740000
"921","2014-2015",2015,20,103128.968992036,1.25452,0.0366144,320740000
"922",NA,2015,21,79658.4510772423,1.21636,0.0291688,320740000
"923",NA,2015,22,72708.6865809304,1.16734,0.027742,320740000
"924",NA,2015,23,62192.0233524005,1.04654,0.0264684,320740000
"925",NA,2015,24,52509.5833178403,0.943661,0.024784,320740000
"926",NA,2015,25,45703.6147477869,0.935046,0.0217704,320740000
"927",NA,2015,26,51585.9581088109,0.934726,0.0245808,320740000
"928",NA,2015,27,36515.2126229234,0.864118,0.0188213,320740000
"929",NA,2015,28,30905.019879312,0.806535,0.0170669,320740000
"930",NA,2015,29,25303.5061250623,0.742747,0.0151736,320740000
"931",NA,2015,30,25273.4903693227,0.737859,0.015256,320740000
"932",NA,2015,31,32397.9277537769,0.743224,0.0194154,320740000
"933",NA,2015,32,29825.2971693054,0.805251,0.0164969,320740000
"934",NA,2015,33,34767.8764182891,0.816943,0.0189555,320740000
"935",NA,2015,34,33985.1124259398,0.814518,0.0185839,320740000
"936",NA,2015,35,43924.4540338086,0.86067,0.022731,320740000
"937",NA,2015,36,43418.7716673285,0.886704,0.0218096,320740000
"938",NA,2015,37,58266.3609204453,1.00845,0.0257343,320740000
"939",NA,2015,38,45147.954726595,1.06625,0.0188594,320740000
"940",NA,2015,39,48675.0383661976,1.05995,0.0204536,320740000
"941","2015-2016",2015,40,29051.5831751284,1.22559,0.0105578,320740000
"942","2015-2016",2015,41,38155.2168788846,1.31066,0.0129662,320740000
"943","2015-2016",2015,42,34125.229596479,1.3711,0.0110855,320740000
"944","2015-2016",2015,43,34623.1924400445,1.39171,0.0110807,320740000
"945","2015-2016",2015,44,36248.837315927,1.43712,0.0112344,320740000
"946","2015-2016",2015,45,46601.8697784528,1.50165,0.0138224,320740000
"947","2015-2016",2015,46,42819.5518986256,1.59805,0.0119344,320740000
"948","2015-2016",2015,47,58981.2288660414,1.89668,0.0138506,320740000
"949","2015-2016",2015,48,52532.0942109779,1.67728,0.0139498,320740000
"950","2015-2016",2015,49,59062.8389497843,1.78296,0.0147544,320740000
"951","2015-2016",2015,50,105647.492310807,1.87336,0.0251181,320740000
"952","2015-2016",2015,51,119201.652466568,2.32148,0.02287,320740000
"953","2015-2016",2015,52,133080.045788198,2.40991,0.0245958,320740000
"954","2015-2016",2016,1,128825.160318495,1.94328,0.0293137,323070000
"955","2015-2016",2016,2,192204.084092919,1.99796,0.0425384,323070000
"956","2015-2016",2016,3,262740.742298572,2.11829,0.0548463,323070000
"957","2015-2016",2016,4,354312.385366521,2.25112,0.0695974,323070000
"958","2015-2016",2016,5,520072.253519077,2.37116,0.0969858,323070000
"959","2015-2016",2016,6,794729.925276557,2.80035,0.125491,323070000
"960","2015-2016",2016,7,1111912.20513392,3.16475,0.155359,323070000
"961","2015-2016",2016,8,1308819.64457468,3.15183,0.183621,323070000
"962","2015-2016",2016,9,1590731.26498024,3.3321,0.211098,323070000
"963","2015-2016",2016,10,1903796.88620315,3.56024,0.236454,323070000
"964","2015-2016",2016,11,1379741.06184961,3.05479,0.19972,323070000
"965","2015-2016",2016,12,1155958.14820452,2.76732,0.184709,323070000
"966","2015-2016",2016,13,895974.853320508,2.44161,0.162265,323070000
"967","2015-2016",2016,14,644571.441856373,2.03348,0.140164,323070000
"968","2015-2016",2016,15,594459.030534923,1.98593,0.132362,323070000
"969","2015-2016",2016,16,534731.22136859,1.91514,0.123464,323070000
"970","2015-2016",2016,17,394432.493700168,1.69968,0.102615,323070000
"971","2015-2016",2016,18,289503.370691558,1.57635,0.0812094,323070000
"972","2015-2016",2016,19,210688.768337008,1.3935,0.0668559,323070000
"973","2015-2016",2016,20,170764.554993676,1.29941,0.0581108,323070000
"974",NA,2016,21,126338.548003294,1.18379,0.0471918,323070000
"975",NA,2016,22,78685.2695732565,1.13723,0.030595,323070000
"976",NA,2016,23,71110.8811485349,1.04118,0.0302006,323070000
"977",NA,2016,24,40202.7383065451,0.971814,0.0182927,323070000
"978",NA,2016,25,33429.8336093734,0.863306,0.0171228,323070000
"979",NA,2016,26,23053.8224212395,0.833797,0.0122261,323070000
"980",NA,2016,27,16026.3364785024,0.784516,0.00903312,323070000
"981",NA,2016,28,14433.7906531746,0.734327,0.00869153,323070000
"982",NA,2016,29,13420.7828094457,0.698845,0.00849185,323070000
"983",NA,2016,30,12784.5136197322,0.723099,0.00781793,323070000
"984",NA,2016,31,14013.4927907242,0.663501,0.00933921,323070000
"985",NA,2016,32,14111.7000017024,0.69276,0.00900745,323070000
"986",NA,2016,33,12901.6991573654,0.710029,0.00803482,323070000
"987",NA,2016,34,26504.0030148155,0.834232,0.0140485,323070000
"988",NA,2016,35,37661.2754404169,0.992621,0.0167771,323070000
"989",NA,2016,36,33581.2366406517,1.01605,0.0146146,323070000
"990",NA,2016,37,36658.4071068715,1.07169,0.0151255,323070000
"991",NA,2016,38,43382.6918699674,1.10163,0.0174135,323070000
"992",NA,2016,39,47938.0480935302,1.18841,0.0178369,323070000
"993","2016-2017",2016,40,42660.6132310281,1.2019,0.0156951,323070000
"994","2016-2017",2016,41,37839.4784391809,1.23108,0.0135914,323070000
"995","2016-2017",2016,42,40231.8754029562,1.26796,0.0140304,323070000
"996","2016-2017",2016,43,46501.1845211852,1.36298,0.0150862,323070000
"997","2016-2017",2016,44,64350.0227030083,1.48535,0.0191569,323070000
"998","2016-2017",2016,45,77622.8397898199,1.55954,0.0220089,323070000
"999","2016-2017",2016,46,95998.9367190453,1.64783,0.0257608,323070000
"1000","2016-2017",2016,47,144811.584820807,1.91275,0.0334773,323070000
"1001","2016-2017",2016,48,136404.810488677,1.81725,0.033191,323070000
"1002","2016-2017",2016,49,184419.917252823,1.91433,0.0425987,323070000
"1003","2016-2017",2016,50,334034.708003429,2.21003,0.0668342,323070000
"1004","2016-2017",2016,51,667045.204979261,2.73568,0.107819,323070000
"1005","2016-2017",2016,52,1066385.75759802,3.36832,0.139993,323070000
"1006","2016-2017",2017,1,940547.195385742,3.09689,0.133436,325150000
"1007","2016-2017",2017,2,1075394.94535109,3.07346,0.15373,325150000
"1008","2016-2017",2017,3,1463572.9197568,3.51643,0.182865,325150000
"1009","2016-2017",2017,4,1603787.92244017,3.8027,0.185299,325150000
"1010","2016-2017",2017,5,2195564.30385385,4.50313,0.214215,325150000
"1011","2016-2017",2017,6,2783291.40659185,5.06308,0.241525,325150000
"1012","2016-2017",2017,7,2711437.15342031,4.86009,0.245117,325150000
"1013","2016-2017",2017,8,2576948.10982262,4.57916,0.247251,325150000
"1014","2016-2017",2017,9,1600606.29018444,3.55674,0.19772,325150000
"1015","2016-2017",2017,10,1537022.52228775,3.50417,0.192714,325150000
"1016","2016-2017",2017,11,1392846.11182204,3.21511,0.190338,325150000
"1017","2016-2017",2017,12,1391175.83767341,3.10088,0.197113,325150000
"1018","2016-2017",2017,13,1173850.33872781,2.79056,0.184816,325150000
"1019","2016-2017",2017,14,837497.936696369,2.38547,0.154251,325150000
"1020","2016-2017",2017,15,571303.045024425,1.9703,0.127395,325150000
"1021","2016-2017",2017,16,382772.142940627,1.73442,0.0969626,325150000
"1022","2016-2017",2017,17,240765.392241284,1.56303,0.0676776,325150000
"1023","2016-2017",2017,18,190283.976682688,1.4128,0.0591752,325150000
"1024","2016-2017",2017,19,154741.569833782,1.27492,0.0533264,325150000
"1025","2016-2017",2017,20,142048.155863502,1.2834,0.0486286,325150000
"1026",NA,2017,21,115565.120573366,1.16663,0.0435223,325150000
"1027",NA,2017,22,105209.464294845,1.10977,0.0416524,325150000
"1028",NA,2017,23,80403.0438667449,1.04333,0.0338586,325150000
"1029",NA,2017,24,63088.3472352083,0.905151,0.0306229,325150000
"1030",NA,2017,25,54433.7580604835,0.902718,0.0264932,325150000
"1031",NA,2017,26,49573.7380283702,0.859531,0.0253401,325150000
"1032",NA,2017,27,40597.9933939039,0.818998,0.0217791,325150000
"1033",NA,2017,28,37062.3018824058,0.752505,0.0216392,325150000
"1034",NA,2017,29,30602.4239897603,0.731146,0.0183895,325150000
"1035",NA,2017,30,30143.5988018443,0.733295,0.0180607,325150000
"1036",NA,2017,31,32410.9000878516,0.73102,0.0194796,325150000
"1037",NA,2017,32,29774.7490250336,0.68834,0.0190048,325150000
"1038",NA,2017,33,22373.6333559832,0.732049,0.0134281,325150000
"1039",NA,2017,34,29736.1284387107,0.911188,0.0143382,325150000
"1040",NA,2017,35,44976.7763588587,1.02105,0.0193535,325150000
"1041",NA,2017,36,47053.4939853685,1.09495,0.0188806,325150000
"1042",NA,2017,37,47248.2225356225,1.09475,0.0189622,325150000
"1043",NA,2017,38,41711.0244247025,1.09775,0.0166942,325150000
